Year;Canton;GDP;Total expenditure;General administration;Executive and legislative organs;General services;Public order and security, defense;Public security;Administration of justice;Prison system;General legal issues;Fire protection services;Defense;Education;Obligatory schooling;Special schools;Basic vocational training;General education schools;Post-secondary vocational education;Tertiary-level institutions;Research;Other education;Culture, sport and leisure, church;Cultural heritage;Other culture;Media;Sporting and recreational services;Churches and religious services;Health;Hospital, convalescent and nursing home services;Outpatient care;Preventive healthcare;R&D health;Health n.e.c.;Social security;Sickness and accident;Disability;Old age and survivors;Family and young people;Unemployment;Subsidized housing;Social welfare and asylum affairs;R&D social welfare;Social welfare n.e.c.;Transportation and telecommunications;Road transportation;Public transportation;Other transportation;Telecommunications;Protection of the environment and spatial planning;Water supply;Sewage disposal;Waste management;Control structures;Protection of biodiversity and landscape;Anti-pollution;Other environmental protection;Spatial planning;National economy;Agriculture;Forestry;Hunting and fishing;Tourism;Industry, commerce and trade;Banks and insurance companies;Fuel and energy;Other commercial operations;Finances and taxes;Taxes;Tax agreements;Fiscal equalization and cost compensation;Other revenue shares without appropriation;Asset and debt management
2010;Vaud;49326000;7843135;420088;11104;408985;557325;193733;139086;94108;113362;0;17035;2451596;896471;197591;234512;244299;18715;692712;133282;34013;152130;24567;55613;2888;8606;60456;1263425;946574;129829;38714;122002;26306;1760760;395934;340859;220564;156203;87680;8621;550420;0;480;343466;156739;179525;7202;0;106395;0;8234;3809;30362;11180;15128;5440;32244;415981;308598;32570;5682;0;66244;0;2887;0;371968;75019;0;78544;113236;105170
2011;Vaud;50499000;8239453;387210;10778;376432;582646;201660;137905;97039;130983;0;15058;2485039;918808;200213;246902;244091;17723;687109;139586;30608;146375;24275;46625;5221;7722;62533;1276003;943428;142441;42274;122012;25848;1917086;433842;357651;234370;172673;99099;18178;599836;0;1437;377516;162802;207819;6895;0;88203;0;6590;1248;32301;6641;9514;3456;28452;444647;301144;31173;6275;1000;102051;0;3004;0;534729;119455;0;214974;116360;83939
2012;Vaud;53831000;9208661;948979;11294;937686;618381;231531;143595;111739;115851;0;15666;2608709;951766;203485;252286;240136;16019;761123;153330;30565;152433;29110;47918;6114;7685;61606;1369623;1025847;148279;40810;127505;27183;2052037;457511;382752;263641;169624;95729;7264;674563;0;952;442463;217661;216931;7871;0;106339;0;7326;3001;35993;15273;10635;4941;29172;422752;306339;33973;6554;2554;69906;0;3427;0;486945;144292;0;92999;125931;123722
2013;Vaud;52482000;9510779;1110801;10517;1100284;639073;221581;148738;145303;107395;0;16056;2645540;961588;210638;243965;268439;21204;739132;159691;40882;151843;30914;45784;5848;8771;60527;1455115;1064109;153433;80402;126897;30274;2158545;484225;366706;275920;177644;108662;6961;737173;0;1255;389508;163931;210818;14760;0;98386;3077;7713;2648;25713;15685;4469;6862;32218;405307;317625;30374;5918;1112;40660;0;9619;0;456662;100224;0;117473;126543;112423
2014;Vaud;54050000;9448499;598988;10833;588156;691523;242322;161707;134017;133730;0;19746;2727075;971707;230991;265940;289220;8791;751087;169943;39395;170730;33902;55370;3031;17385;61042;1546543;1119355;173054;94131;132794;27208;2412965;516676;401209;154495;246982;113978;0;979625;0;0;363632;142879;175537;45217;0;104470;0;2678;4637;29776;14620;22410;0;28189;420353;316855;32647;2125;3622;47805;0;16200;0;412220;86831;0;113382;127888;84119
2015;Vaud;54442000;9470688;449568;10805;438763;729417;248053;164844;131477;163373;0;21670;2772612;1000253;235210;266250;294592;9070;761184;164210;41844;189117;37498;61644;3942;24216;61816;1580987;1136341;187231;97690;132683;27042;2433753;544486;424542;164441;264269;112869;0;923115;0;30;418529;187845;179107;51577;0;105511;0;3427;4603;31200;15111;20870;0;28262;425535;313666;29872;1448;3080;57663;0;18647;0;365660;80996;0;91039;129625;64001
2016;Vaud;57902000;9785961;413365;10456;402909;740987;251925;166770;140623;159965;0;21705;2825605;1002071;243492;336762;237479;15447;780350;169616;40387;205699;50398;65230;2992;25202;61877;1698607;1258717;187262;86375;135241;31012;2600171;581674;363292;306476;270787;119059;0;958883;0;0;434487;189829;205134;39524;0;106284;0;4270;4798;32098;14175;18096;101;30699;449747;321614;31172;1765;9399;65990;0;18715;0;311008;81810;0;58781;121110;49307
2017;Vaud;55816000;9880913;404238;11115;393123;730336;254179;165202;143220;148362;0;19374;2862628;1008514;244900;323581;243131;19778;813122;170430;39173;220172;57638;68204;3143;29054;62133;1575001;1120976;203607;80913;137171;32334;2799224;633661;394229;309137;278679;119430;0;1064088;0;0;400290;162968;206211;31111;0;127201;0;3565;8877;34582;16214;28463;54;33348;472934;324365;34050;1918;10000;50332;0;51134;0;288889;79873;0;27503;129557;51955
2018;Vaud;59199000;10369805;396826;10749;386077;746700;256713;167294;148360;155832;0;18500;2925227;1024291;255057;320802;246548;18813;833928;183439;42351;242753;81087;64141;3232;32385;61909;1741635;1286211;218836;60896;142763;32928;2955121;720949;468861;312550;310164;118911;0;1023687;0;0;460563;169042;284240;7281;0;119012;0;5853;1849;43294;17386;19576;217;28779;481231;336438;31289;2159;8560;46824;0;54756;0;300737;99386;0;8624;143710;49017
2019;Vaud;59503000;10448090;461168;10790;450377;766852;255132;174040;152788;162277;0;22615;2978507;1054482;258199;311497;251599;19775;849709;188951;44295;247948;78992;68746;3312;34954;61945;1640819;1193821;223009;53770;137112;33108;3027665;814973;490977;346364;309328;120613;0;945411;0;0;436189;179141;249028;8021;0;120492;0;4439;1893;46625;19366;19426;0;27001;489876;348087;29776;2162;6493;37438;0;64535;0;278573;92227;0;8117;137305;40924
2020;Vaud;0;11059403;420213;11143;409071;773726;251601;184027;154242;160178;0;23678;3023939;1079749;260666;313894;265936;19983;857248;181784;44679;267268;72387;105615;3320;23749;62197;1942564;1334001;279055;154724;136688;38097;3127080;809617;512829;361729;375871;122418;0;944616;0;0;481650;160443;312652;8555;0;110458;0;8990;1981;34591;23281;14626;0;25165;587280;353821;31130;2750;4768;129670;0;63822;0;325224;81972;0;7609;199254;36389
1990;Zug;0;450334;47553;2224;45329;46070;21003;7724;2662;7595;1042;6044;112827;41887;236;27003;28676;1746;10788;0;2491;10818;7426;2073;1;1292;26;63564;57757;1385;3255;0;1166;40745;3423;9603;12615;3683;980;1743;8218;0;480;44065;25481;18496;87;0;14814;790;7630;101;2330;507;0;1825;1632;19819;11580;5361;395;330;152;0;2000;0;50060;437;5199;29196;580;14648
1991;Zug;0;504973;56539;3177;53362;54603;25158;9036;2835;8946;550;8079;116938;45148;3202;25672;26022;1997;11548;0;3348;11894;5307;5246;0;1321;20;81544;71823;1010;6257;0;2454;48240;3672;9938;14899;630;1575;909;16327;0;290;50755;29523;21103;129;0;16229;716;7963;272;2727;355;0;1971;2224;26419;13779;4411;438;577;15;7200;0;0;41811;400;3325;30936;2303;4847
1992;Zug;0;528388;47734;2375;45359;63761;33103;10191;2981;9534;756;7197;131467;48459;2519;32667;26038;2961;14455;0;4367;9966;4935;3615;0;1396;21;90187;81481;1431;4211;0;3064;50637;3917;11461;15937;452;2011;1857;14153;0;850;46758;32301;14213;244;0;23888;534;14868;302;1195;1565;0;2880;2544;21257;14948;5418;455;388;32;0;17;0;42732;952;5027;32077;711;3965
1993;Zug;0;658031;47916;2580;45336;73791;40634;11663;3212;10446;905;6930;144926;56209;3090;41601;23290;2542;14253;0;3940;9768;5623;2852;0;1271;22;88184;78659;1782;4366;0;3377;102503;4374;14291;18928;488;46568;1165;15956;0;733;42734;28290;14228;217;0;81605;859;20253;761;694;556;0;3695;54787;24294;18063;5137;571;417;41;0;66;0;42310;1864;1874;34069;698;3806
1994;Zug;0;623862;52142;2733;49409;71313;38095;12094;3215;11191;390;6329;148285;58488;2831;41740;23411;2821;14937;0;4057;10087;5778;3121;0;1160;28;90095;79961;2144;4376;0;3615;89646;4627;16247;20314;1825;31769;599;13892;0;374;44739;31517;13167;55;0;26349;286;17187;290;960;760;0;3327;3539;40256;19798;4298;679;456;625;14400;0;0;50950;1502;5371;33540;623;9915
1995;Zug;0;606470;54937;3123;51814;68121;33360;12875;3283;12053;324;6225;162513;62512;3136;49784;24280;3183;15497;0;4121;9398;5937;2362;23;1056;20;88027;77542;2152;4809;0;3524;75173;5184;16423;22921;2000;14505;700;13130;0;310;44853;32346;12499;8;0;31194;296;16589;468;565;1713;0;3148;8414;26460;20872;4288;695;435;0;0;170;0;45794;955;1850;32205;610;10173
1996;Zug;0;688337;52937;2990;49947;66444;30952;13749;3178;12086;461;6017;173149;65654;3265;54886;24855;3852;16464;0;4172;10293;5949;3118;116;1089;22;110310;96197;2348;5299;0;6466;109843;13367;17479;21288;2314;38906;766;15398;0;325;47509;30618;16759;132;0;27674;186;17074;128;1570;1407;0;3176;4134;42112;25335;3515;641;495;30;12096;0;0;48066;1267;2570;34065;852;9312
1997;Zug;0;758725;67239;3347;63891;68535;31403;15330;3131;13253;298;5120;180049;69859;3101;54000;26402;4697;17054;0;4936;11105;6155;3616;108;1167;58;112392;100116;1730;5427;0;5118;155711;15055;18159;19716;2094;67258;1078;31614;0;737;46868;31683;15058;127;0;22755;158;13417;174;1314;1509;0;3175;3008;43813;26068;3272;684;440;10;13306;35;0;50258;1586;1739;33963;810;12160
1998;Zug;0;745570;91070;3315;87755;72878;33067;16310;3565;15004;152;4780;178968;66901;5229;49655;35954;5238;7258;0;8732;13737;5217;6516;133;1848;22;109236;97185;1125;5499;0;5426;126369;16984;22649;20280;395;42613;1281;21667;0;500;50530;35604;14867;59;0;19157;254;9820;274;1153;1545;0;3089;3023;31388;24884;3001;2913;532;59;0;0;0;52238;1851;2210;37600;548;10030
1999;Zug;0;724352;76340;4337;72002;76492;36513;17879;4080;13632;259;4128;186931;66765;7684;50317;40584;9215;8699;0;3669;14746;5485;4352;20;4865;22;72117;61484;613;5231;0;4789;107582;20430;20275;23658;526;15075;1235;23683;0;2700;71846;52715;18990;141;0;19035;227;8478;317;1326;1662;0;3385;3641;48232;25107;3734;2151;14;379;16632;216;0;51031;3504;3828;35495;597;7606
2000;Zug;0;769731;62721;3515;59206;75706;35329;17645;5069;13333;330;4001;216835;70976;7642;63387;49891;7135;13976;0;3827;19561;7120;4597;59;7660;124;105389;93912;239;5916;0;5323;115432;25108;27520;25500;993;12376;1393;20875;0;1667;67497;48636;18703;158;0;17476;186;6473;55;1999;1713;0;3370;3680;35320;25312;8089;998;0;641;0;281;0;53793;818;3380;42095;649;6852
2001;Zug;0;806321;55256;4241;51015;86288;39626;18555;10007;13817;262;4023;241799;81233;10490;69137;50980;4661;21547;0;3750;15729;6583;4928;89;4078;51;116407;103823;229;6288;0;6068;110323;22732;25076;26716;687;8887;1516;23587;0;1122;80224;58017;22148;58;0;16124;96;6518;73;809;1886;0;3322;3420;36797;28574;6097;999;0;586;0;540;0;47374;557;2971;39329;663;3855
2002;Zug;0;884671;58887;3776;55111;93667;45480;18742;9496;14596;156;5197;234535;83726;8867;50998;58594;4154;23963;0;4234;16871;7134;7175;97;2421;44;127511;114843;216;6268;0;6184;124558;28422;31597;25953;2319;11289;1633;22045;0;1300;122543;97691;22631;2221;0;16432;148;4345;382;2498;1934;0;3651;3473;36571;28946;5866;1071;32;424;0;231;0;53097;706;3202;43989;595;4604
2003;Zug;0;950398;65986;3784;62202;96692;48682;20574;7476;14725;185;5050;260206;88659;13400;55289;68519;4619;25333;0;4386;14714;6332;5503;68;2772;39;126765;113667;221;6242;0;6635;129649;29750;28595;27272;2395;15240;1509;24688;0;200;145386;100043;45093;250;0;12158;165;173;1045;1093;2882;0;3414;3386;36773;28981;5028;1025;421;539;0;778;0;62069;1844;4760;48956;539;5970
2004;Zug;0;950110;60684;3381;57302;96585;48075;20975;7940;14473;171;4951;251277;89431;11121;55046;55105;2323;34146;0;4107;15273;6513;5500;11;3217;31;153306;137219;140;6070;0;9877;139736;33581;29856;28213;3222;17204;1349;25761;0;550;113431;62349;50808;274;0;13786;130;107;904;3695;1884;0;3798;3268;36239;28711;5667;1320;443;28;0;69;0;69793;1451;16597;43346;581;7818
2005;Zug;0;924349;62083;3310;58772;97004;47005;20947;8775;14551;947;4778;238831;86078;12214;51837;49939;2444;32287;0;4033;15680;6810;5747;35;3047;41;166008;150840;20;5252;0;9896;155664;37835;37255;30973;2457;18003;1676;27066;0;400;84510;53140;30754;615;0;13688;309;570;1104;2822;1879;0;3925;3079;38582;29533;7615;893;401;52;0;88;0;52299;1855;0;42337;595;7512
2006;Zug;0;913333;60956;3824;57131;99408;50360;22328;6897;15325;281;4217;243786;87784;12543;53311;50640;2391;33028;0;4090;15332;6570;5042;89;3603;28;156226;141292;21;3164;0;11749;154023;40916;39105;32610;2201;17848;1860;19183;0;300;79031;52186;26549;297;0;11271;83;186;328;1337;1987;0;4269;3080;37522;30206;5166;1098;427;537;0;87;0;55778;1020;0;46935;654;7169
2007;Zug;0;1002784;72903;3360;69543;100595;50100;22699;6859;14529;263;6144;253564;92432;12937;54918;51207;2368;35695;0;4006;15512;6716;5204;22;3548;23;193978;178705;50;3314;0;11909;163363;37703;50121;35405;869;17122;2149;19595;0;400;90615;57297;33030;288;0;11324;100;1290;451;656;1971;0;3726;3130;39700;31502;5827;1191;413;676;0;90;0;61229;1587;0;52002;703;6937
2008;Zug;16588000;1101518;80389;4044;76345;98443;50130;24433;6395;13379;439;3667;266527;86495;28296;58254;51472;3983;33881;0;4147;18947;7034;5512;138;6243;19;124576;112405;2606;3978;0;5587;138599;36959;46982;16970;3887;9452;1777;22172;0;400;128967;88352;40308;307;0;11277;147;93;427;1167;1738;0;3760;3946;44850;30556;5350;966;407;7480;0;92;0;188942;1235;0;178889;0;8817
2009;Zug;16454000;1149516;89654;4772;84882;102041;52729;27934;6923;15297;342;-1185;277479;94034;28048;63269;51201;1557;35830;0;3539;16824;7514;5495;156;3536;125;99903;85082;2892;6185;0;5744;159275;39564;56548;16964;3546;9603;1679;31291;0;80;135079;85612;49165;302;0;13895;0;120;391;3062;2030;0;4184;4108;49517;34229;5720;1084;418;7769;0;298;0;205849;2023;0;194146;0;9680
2010;Zug;18112000;1187920;94807;4894;89912;111820;54348;26096;7814;14839;387;8336;297251;88572;42712;70398;52506;1695;37803;0;3564;20691;9046;8108;102;3416;20;103160;88441;3100;5423;0;6196;147439;42079;43872;19441;3985;9877;2555;25511;0;120;112810;68662;43838;310;0;19353;0;264;3721;1322;2319;3851;4182;3694;51335;33795;5331;927;397;10757;0;127;0;229255;1824;0;217302;0;10128
2011;Zug;18263000;1272152;105927;4891;101035;109040;55201;26731;7435;14684;377;4613;322320;90338;32250;72241;78389;1589;38750;0;8764;20640;8768;7691;224;3921;36;91045;76012;3255;5555;0;6224;168247;50146;54996;20480;4192;10163;1863;26127;0;280;103351;66146;36895;310;0;19821;0;14;1935;2431;2342;4156;5178;3765;77825;51613;6056;947;1283;8801;8992;132;0;253936;1567;0;239645;0;12725
2012;Zug;18448000;1276667;111697;4028;107669;111696;56582;27692;8516;14395;260;4251;304062;94429;37139;65554;53160;1368;42038;0;10374;22663;10296;8353;334;3648;33;87271;72984;3886;5878;0;4523;170633;50530;53146;24112;4413;9620;2118;26464;0;230;120408;68047;50715;1646;0;18183;288;0;68;190;2201;7848;3531;4057;54118;38064;6986;19;409;8640;0;0;0;275933;2194;0;262075;0;11664
2013;Zug;19679000;1303488;109959;4281;105678;124530;61295;30435;9108;19409;340;3943;300966;86185;37717;67286;53055;1342;44859;0;10521;22346;10383;7921;283;3717;42;95118;80446;4342;5754;0;4577;173302;51424;50577;25031;4066;10309;2985;28611;0;300;113805;72536;39905;1365;0;18001;333;0;79;169;2124;7930;3519;3847;55981;39739;6771;77;459;8935;0;0;0;289480;2191;0;275217;0;12072
2014;Zug;19180000;1371648;111759;4233;107527;129243;64545;31099;9185;19549;337;4528;347717;88071;38482;83304;72271;1373;53203;0;11014;22620;10157;8418;315;3698;31;105565;87506;5199;8012;0;4848;182954;52929;53884;28252;4125;10619;2624;30480;0;40;109164;65420;42362;1382;0;14574;466;0;126;110;2109;3424;3538;4801;53279;36908;6947;6;455;8963;0;0;0;294772;2754;0;279484;0;12534
2015;Zug;18925000;1393349;107326;3892;103434;129583;63298;30931;8432;22096;615;4211;335940;89477;40539;68586;69836;932;56350;0;10222;22984;9325;8718;469;4443;29;113576;94291;4376;9640;0;5269;193461;53280;55281;29618;4766;10924;4550;34961;0;80;90348;49045;39893;1411;0;15298;292;0;118;213;2238;4433;3462;4543;52307;36458;6478;7;424;8940;0;0;0;332525;2131;0;321113;0;9280
2016;Zug;19340000;1429385;104848;4072;100776;125830;60417;30278;7578;22815;262;4481;350739;92040;40076;67588;79614;929;60229;0;10264;24451;9371;10439;471;4124;47;117036;93334;3388;15306;0;5008;197007;50186;56536;30537;5128;11609;2978;40032;0;0;107975;65047;41517;1411;0;12778;237;0;94;189;2018;1828;3619;4793;50836;34944;6699;47;414;8732;0;0;0;337886;1984;0;330684;0;5218
2017;Zug;19537000;1472544;95183;3790;91393;122811;59535;30261;7387;20748;226;4655;372328;90001;38056;77989;90847;504;64628;0;10303;22700;8875;8834;442;4526;23;139604;120999;4015;9696;0;4894;196736;54236;54334;29940;5153;12264;3150;37658;0;0;107195;67327;38467;1401;0;16296;194;0;180;180;2061;6418;3498;3764;49314;34059;6520;1;419;8315;0;0;0;350377;1976;0;345842;0;2560
2018;Zug;20119000;1402295;94533;4018;90515;121450;58158;29738;7252;20834;229;5240;364737;88887;39976;73087;88831;504;63315;0;10137;23636;8976;9470;522;4645;22;118202;107645;1503;4039;0;5015;202736;57036;56623;29968;5283;11724;3279;38823;0;0;94808;56084;37323;1401;0;13255;207;0;221;211;1916;3545;3330;3825;51219;35571;5860;0;400;8750;0;638;0;317720;2860;0;312771;0;2088
2019;Zug;20831000;1418260;115953;3552;112401;121296;59081;30028;7044;20941;190;4011;328154;91360;41586;65246;53860;149;65919;0;10035;23417;8748;9818;74;4751;25;121652;108604;2416;4957;0;5674;205425;56812;59379;33189;4501;11674;2664;37205;0;0;104580;66353;36927;1300;0;14608;317;4239;101;0;2297;576;3432;3646;50632;33972;6192;1;350;8248;0;1869;0;332544;1819;0;329430;0;1295
2020;Zug;0;1424593;109314;3557;105758;124640;60536;29940;7528;22333;190;4113;333182;90387;43603;65770;55500;193;67893;0;9835;27603;9483;12245;56;5799;20;127722;109643;2616;9926;0;5536;209876;60408;59280;33600;6173;12214;2561;35640;0;0;98834;59786;37324;1714;10;10815;279;0;169;0;1512;427;3492;4936;49924;33177;5618;1;379;8558;0;2191;0;332684;1480;0;329718;0;1486
1990;Zurich;0;6370227;308907;7320;301587;702223;311744;158448;83420;81877;1005;65729;2053367;776046;32094;329675;261304;42731;586373;0;25145;152628;20163;66723;469;21490;43782;1146708;1094488;7066;22052;0;23102;621120;93341;124871;283139;55501;11266;3588;48597;0;816;587115;347063;224945;15106;0;132278;13595;53234;15712;22678;15121;0;6021;5916;278426;75594;19947;4136;393;68;175000;3288;0;387456;14096;0;102427;3110;267824
1991;Zurich;0;7129545;373207;7667;365540;807062;335850;181112;119968;98802;1215;70115;2306145;876815;43040;380313;284936;54349;638333;0;28359;189598;49702;65207;1320;25653;47715;1310555;1248564;7746;25815;0;28430;756885;114532;141567;337726;65003;11913;3451;78404;0;4289;559917;366558;181870;11489;0;132972;14572;51339;18991;27047;8543;0;6226;6254;245301;92229;19544;3841;393;278;125000;4015;0;447903;17754;0;127886;2846;299417
1992;Zurich;0;7566476;372882;8895;363987;903245;358379;204143;158620;105584;610;75909;2452538;953249;45444;410822;295213;60082;657751;0;29977;169516;34360;66718;203;17863;50371;1339121;1275443;8486;21552;0;33640;875716;128358;164833;359301;72057;16493;9841;121866;0;2967;552353;367253;180503;4597;0;175431;14763;62292;38311;27305;12831;0;11220;8709;225437;97848;20423;2517;396;189;100000;4064;0;500237;17090;0;146438;1274;335435
1993;Zurich;0;8130520;363644;8536;355108;940436;381395;214991;179581;94607;830;69032;2462477;970439;45993;405020;292990;61492;655963;0;30578;171058;31020;69442;55;19684;50858;1334569;1268761;8698;22208;0;34901;1348900;142523;178418;390570;69441;464039;18175;84658;0;1076;473578;288983;179150;5445;0;194238;13052;65127;61886;22756;13524;0;9064;8828;258179;108295;18739;2410;378;22;125000;3336;0;583442;23720;0;190266;3472;365984
1994;Zurich;0;8187725;353525;8578;344947;973216;391477;227712;195050;94801;420;63756;2415000;939593;42696;409676;294975;60017;635621;0;32422;172047;21954;82199;2022;15674;50198;1380793;1316451;9453;22237;0;32653;1245140;152717;204504;398162;64646;303997;21314;84104;0;15697;497535;281541;212172;3822;0;182722;13477;64248;48307;22584;15774;0;8814;9517;394728;120279;16822;2663;372;1339;250000;3253;0;573019;25902;0;168900;2968;375250
1995;Zurich;0;7979128;370967;10185;360782;1013080;408149;236733;215927;96231;770;55270;2428770;965820;39951;380643;301664;59787;649721;0;31185;210174;20477;120005;1355;16852;51485;1450760;1367454;12880;32767;0;37659;998935;150963;231622;330200;62083;93312;24281;103377;0;3096;521572;304739;199019;17814;0;174808;13802;63561;46751;18750;13102;0;9239;9603;164820;138145;15881;2758;522;935;0;6054;525;645240;24871;0;189814;3282;427272
1996;Zurich;0;8555354;378073;9575;368499;1087862;458506;265325;212147;93944;0;57941;2492877;987782;33722;415887;306689;73641;643791;0;31364;184749;14091;99412;839;17543;52864;1426157;1357689;14047;25503;0;28917;1437950;326447;250258;320572;58509;355909;17382;108458;0;416;557118;328541;208832;19745;0;162280;12584;60052;41426;17643;12493;0;9788;8293;192748;155190;15572;2357;794;16528;0;1034;1274;635540;27150;0;190461;1933;415996
1997;Zurich;0;8421836;342443;10293;332150;1027085;435359;253406;208001;93181;0;37137;2408008;943509;33526;377423;292485;84930;645274;0;30861;178672;15648;95690;2495;15448;49392;1337554;1274388;12071;24483;0;26613;1567992;270914;258558;330746;58416;513188;14411;114894;0;6865;604347;351423;236472;16452;0;134616;11643;43174;34705;16469;15071;0;5598;7955;191634;171711;14078;2355;392;1554;0;588;956;629484;29134;0;189926;3208;407216
1998;Zurich;0;8335235;359049;8813;350236;990563;422708;297862;142304;96497;0;31192;2409519;914134;38294;380889;295617;146860;601842;0;31883;166994;10179;93961;781;15887;46186;1336947;1272547;12053;23376;0;28971;1492629;313141;272983;326124;54589;380999;13940;127466;0;3387;646229;416901;206473;22855;0;115882;9407;44437;13538;18323;13802;0;7876;8499;178170;159341;12883;2553;512;2118;0;764;0;639252;29382;0;190501;2952;416417
